1,1,54.81,61.1,121.19,56.99999999999999,1,1,1.0
1,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
1,3,315.3,0.02,397.49999999999994,112.88000000000001,1,1,1.0
2,1,34.15,56.97,121.19,57.0,1,1,1.0
2,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
2,3,314.29,0.02,397.49999999999994,112.88000000000001,1,1,1.0
3,1,17.07,54.21,116.23000000000002,56.99999999999999,1,1,1.0
3,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
3,3,313.29,0.02,397.49999999999994,112.88000000000001,1,1,1.0
4,1,3.58,51.5,110.42,54.2,1,1,1.0
4,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
4,3,312.28,0.02,397.5,112.88000000000001,1,1,1.0
5,1,0.0,48.7,94.4,53.14999999999999,1,1,1.0
5,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
5,3,311.28,0.02,397.5,112.88000000000001,1,1,1.0
6,1,0.0,46.77,76.5,48.73,1,1,1.0
6,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
6,3,311.28,0.02,396.2900000000001,112.88000000000001,1,1,1.0
7,1,0.28,45.12,57.519999999999996,49.580000000000005,1,1,1.0
7,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
7,3,311.28,0.02,395.07000000000005,112.88000000000001,1,1,1.0
8,1,0.0,40.99,41.3,49.57999999999999,1,1,1.0
8,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
8,3,311.28,0.02,393.86,112.88000000000001,1,1,1.0
9,1,0.0,40.99,25.6,43.809999999999995,1,1,1.0
9,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
9,3,311.28,0.02,392.65,112.88000000000001,1,1,1.0
10,1,0.0,47.3,12.35,30.60000000000001,1,1,1.0
10,4,916.51,186.7,43.49000000000001,74.80000000000001,1,1,1.0
10,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
10,3,311.28,0.02,391.43000000000006,112.88000000000001,1,1,1.0
11,4,865.8,181.8,94.20000000000005,84.59999999999997,1,1,1.0
11,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
11,3,311.28,0.02,390.22,112.88000000000001,1,1,1.0
12,4,823.2,175.1,136.79999999999995,91.29999999999998,1,1,1.0
12,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
12,3,311.28,0.02,390.22,112.78,1,1,1.0
13,4,780.6,159.0,179.39999999999998,107.39999999999998,1,1,1.0
13,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
13,3,311.28,0.02,390.22,112.68,1,1,1.0
14,4,735.7,151.8,224.29999999999995,118.59999999999997,1,1,1.0
14,5,0.29,176.77,16.1,49.84,1,1,1.0
14,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
14,3,311.28,0.02,390.22,112.59,1,1,1.0
15,4,696.7,142.35,263.29999999999995,118.65,1,1,1.0
15,5,0.29,163.8,34.31,70.6,1,1,1.0
15,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
15,3,311.28,0.02,390.22,112.49000000000001,1,1,1.0
16,4,652.3,137.0,271.80000000000007,112.80000000000001,1,1,1.0
16,5,0.29,163.8,50.910000000000004,81.0,1,1,1.0
16,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
16,3,311.28,0.02,390.22,112.39,1,1,1.0
17,4,618.03,125.6,259.27,112.80000000000001,1,1,1.0
17,5,0.29,163.8,72.21,102.30000000000001,1,1,1.0
17,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
17,3,311.28,0.02,390.22,112.29,1,1,1.0
18,4,583.25,119.4,243.64999999999998,109.1,1,1,1.0
18,5,0.29,168.0,93.50999999999999,113.19999999999999,1,1,1.0
18,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
18,3,311.28,0.02,390.22,112.2,1,1,1.0
19,4,547.9,113.2,241.62,105.99999999999999,1,1,1.0
19,5,0.29,172.7,116.30999999999999,119.90000000000003,1,1,1.0
19,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
19,3,311.28,0.02,390.22,112.10000000000001,1,1,1.0
20,4,514.2,108.5,233.79999999999995,102.9,1,1,1.0
20,5,0.29,178.9,141.21,127.20000000000002,1,1,1.0
20,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
20,3,311.28,0.02,390.22,112.0,1,1,1.0
21,4,483.57,105.9,225.53000000000003,97.19999999999999,1,1,1.0
21,5,0.29,188.2,163.11,132.40000000000003,1,1,1.0
21,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
21,3,311.28,0.02,390.22,111.9,1,1,1.0
22,4,454.0,98.6,218.79999999999995,96.70000000000002,1,1,1.0
22,5,0.29,199.1,193.81,135.50000000000003,1,1,1.0
22,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
22,3,311.28,0.02,390.22,111.81,1,1,1.0
23,4,427.52,96.5,208.38,93.1,1,1,1.0
23,5,13.8,205.8,213.0,143.3,1,1,1.0
23,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
23,3,311.28,0.02,390.22,111.71000000000001,1,1,1.0
24,4,399.48,92.3,200.62,87.42999999999999,1,1,1.0
24,5,34.23,215.41,227.37000000000003,154.09,1,1,1.0
24,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
24,3,311.28,0.02,390.22,111.61,1,1,1.0
25,4,376.6,85.9,193.89999999999998,87.79999999999998,1,1,1.0
25,5,58.86,225.02,238.74,162.48,1,1,1.0
25,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
25,3,311.28,0.02,390.22,111.51,1,1,1.0
26,4,351.68,81.2,190.21999999999997,85.8,1,1,1.0
26,5,85.89,234.63,252.51,173.87,1,1,1.0
26,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
26,3,311.28,0.02,390.22,111.42,1,1,1.0
27,4,330.39,80.2,182.40999999999997,80.60000000000001,1,1,1.0
27,5,112.32,248.45,271.18,185.25,1,1,1.0
27,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
27,3,311.28,0.02,390.22,111.32000000000001,1,1,1.0
28,4,307.03,75.01,176.17000000000002,80.08999999999999,1,1,1.0
28,5,142.09,261.48,293.51,199.21999999999997,1,1,1.0
28,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
28,3,311.28,0.02,390.22,111.22,1,1,1.0
29,4,287.3,72.4,167.89999999999998,76.0,1,1,1.0
29,5,174.66,275.43,319.53999999999996,212.26999999999998,1,1,1.0
29,6,911.38,185.02,48.620000000000005,69.81,1,1,1.0
29,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
29,3,311.28,0.02,390.22,111.12,1,1,1.0
30,4,270.62,69.25,163.68,73.75,1,1,1.0
30,5,209.09,291.25,348.40999999999997,227.14999999999998,1,1,1.0
30,6,859.3,175.3,100.70000000000005,72.6,1,1,1.0
30,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
30,3,311.28,0.02,390.22,111.03,1,1,1.0
31,4,246.19,65.37,160.61,73.75,1,1,1.0
31,5,249.1,307.07,376.29999999999995,232.93,1,1,1.0
31,6,816.2,153.1,143.79999999999995,94.80000000000001,1,1,1.0
31,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
31,3,311.28,0.02,390.22,110.93,1,1,1.0
32,4,231.84,61.88,152.85999999999999,73.75,1,1,1.0
32,5,295.62,326.6,403.28,213.39999999999998,1,1,1.0
32,6,771.7,145.5,188.29999999999995,106.6,1,1,1.0
32,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
32,3,311.28,0.02,390.22,110.83,1,1,1.0
33,4,214.77,57.61,149.75999999999996,71.42999999999999,1,1,1.0
33,5,351.61,346.0,416.18999999999994,194.0,1,1,1.0
33,6,726.5,131.6,233.5,112.9,1,1,1.0
33,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
33,3,311.28,0.02,390.22,110.73,1,1,1.0
34,4,200.04,53.73,141.56000000000003,71.43,1,1,1.0
34,5,408.67,368.6,443.12999999999994,171.39999999999998,1,1,1.0
34,6,687.6,122.6,250.89999999999998,110.08000000000001,1,1,1.0
34,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
34,3,311.28,0.02,390.22,110.64,1,1,1.0
35,4,181.81,52.18,139.58999999999997,68.72,1,1,1.0
35,5,475.42,393.4,443.12999999999994,146.60000000000002,1,1,1.0
35,6,648.0,113.6,240.46000000000004,107.27000000000001,1,1,1.0
35,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
35,3,311.28,0.02,390.22,110.54,1,1,1.0
36,4,168.23,52.2,134.57000000000002,65.21,1,1,1.0
36,5,542.16,417.1,417.84000000000003,122.89999999999998,1,1,1.0
36,6,611.2,106.0,231.38,104.44,1,1,1.0
36,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
36,3,311.28,0.02,390.22,110.44,1,1,1.0
37,4,151.94,50.65,130.26,63.65,1,1,1.0
37,5,622.9,452.6,337.1,87.39999999999998,1,1,1.0
37,6,575.82,101.2,224.17999999999995,99.58999999999999,1,1,1.0
37,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
37,3,311.28,0.02,390.22,110.34,1,1,1.0
38,4,139.48,48.6,127.12000000000003,60.49999999999999,1,1,1.0
38,5,735.9,479.5,224.10000000000002,60.5,1,1,1.0
38,6,542.04,94.77,215.36,95.53000000000002,1,1,1.0
38,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
38,3,311.28,0.02,390.22,110.25,1,1,1.0
39,4,124.94,45.48,127.12,60.50000000000001,1,1,1.0
39,5,855.4,518.3,104.60000000000002,21.700000000000045,1,1,1.0
39,6,511.01,89.97,208.93000000000006,91.55000000000001,1,1,1.0
39,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
39,3,311.28,0.02,390.22,110.15,1,1,1.0
40,4,113.52,43.9,120.38000000000001,57.410000000000004,1,1,1.0
40,6,476.25,83.02,208.94000000000005,91.55,1,1,1.0
40,2,91.2,0.08,227.41000000000003,62.78,1,1,1.0
40,3,311.28,0.02,390.22,110.05,1,1,1.0
41,4,100.54,41.82,120.37999999999998,57.410000000000004,1,1,1.0
41,6,449.15,76.76,197.14999999999998,91.55999999999999,1,1,1.0
